AnnotationID	PointID	X (um)	Y (um)
0	305	17502.260806655813	16650.84102007596
0	306	17508.13890396093	16644.962922770843
0	307	17514.921323928378	16644.962922770843
0	308	17515.825646590703	16644.51076143968
0	309	17522.155905226984	16638.1805028034
0	310	17528.486163863265	16638.1805028034
0	311	17528.938325194427	16637.728341472237
0	312	17529.39048652559	16637.728341472237
0	313	17529.842647856756	16637.728341472237
0	314	17530.29480918792	16636.82401880991
0	315	17536.172906493037	16630.945921504794
0	316	17542.95532646048	16630.945921504794
0	317	17543.859649122805	16630.49376017363
0	318	17550.642069090252	16623.711340206184
0	319	17557.424489057696	16616.92892023874
0	320	17563.754747693976	16616.92892023874
0	321	17564.20690902514	16616.92892023874
0	322	17564.6590703563	16616.47675890758
0	323	17565.111231687464	16616.024597576416
0	324	17571.44149032375	16610.146500271298
0	325	17577.319587628866	16610.146500271298
0	326	17577.77174896003	16610.146500271298
0	327	17578.22391029119	16609.694338940135
0	328	17578.676071622354	16609.694338940135
0	329	17579.128232953517	16608.790016277806
0	330	17585.458491589798	16602.911918972688
0	331	17599.023331524688	16602.911918972688
0	332	17599.927654187013	16602.459757641525
0	333	17606.257912823294	16596.129499005245
0	334	17619.822752758184	16596.129499005245
0	335	17633.38759269307	16596.129499005245
0	336	17633.839754024237	16596.129499005245
0	337	17634.2919153554	16595.677337674082
0	338	17634.744076686562	16595.677337674082
0	339	17635.196238017725	16594.773015011757
0	340	17641.526496654005	16588.89491770664
0	341	17647.856755290286	16588.89491770664
0	342	17648.30891662145	16588.89491770664
0	343	17648.76107795261	16588.442756375473
0	344	17649.213239283774	16587.99059504431
0	345	17655.543497920058	16582.112497739192
0	346	17661.421595225176	16582.112497739192
0	347	17661.87375655634	16582.112497739192
0	348	17662.3259178875	16581.66033640803
0	349	17662.778079218664	16581.66033640803
0	350	17663.230240549827	16580.756013745704
0	351	17669.560499186107	16574.877916440586
0	352	17675.89075782239	16574.877916440586
0	353	17676.342919153554	16574.877916440586
0	354	17676.795080484717	16574.425755109423
0	355	17677.24724181588	16573.97359377826
0	356	17683.57750045216	16568.095496473143
0	357	17689.455597757278	16568.095496473143
0	358	17689.90775908844	16568.095496473143
0	359	17690.359920419603	16567.643335141976
0	360	17690.812081750766	16567.643335141976
0	361	17691.264243081932	16566.73901247965
0	362	17697.594501718213	16560.860915174533
0	363	17703.924760354494	16560.860915174533
0	364	17704.376921685656	16560.860915174533
0	365	17704.82908301682	16560.40875384337
0	366	17705.28124434798	16559.956592512208
0	367	17711.611502984262	16554.07849520709
0	368	17717.941761620546	16554.07849520709
0	369	17724.72418158799	16554.07849520709
0	370	17725.176342919152	16553.626333875927
0	371	17725.628504250315	16553.626333875927
0	372	17726.080665581478	16553.626333875927
0	373	17726.53282691264	16552.722011213602
0	374	17732.410924217762	16546.84391390848
0	375	17739.193344185205	16546.84391390848
0	376	17745.97576415265	16546.84391390848
0	377	17746.42792548381	16546.84391390848
0	378	17746.880086814974	16546.391752577318
0	379	17747.332248146136	16545.939591246155
0	380	17753.66250678242	16540.061493941037
0	381	17759.9927654187	16540.061493941037
0	382	17766.775185386145	16540.061493941037
0	383	17774.009766684754	16540.061493941037
0	384	17774.461928015917	16539.609332609874
0	385	17774.91408934708	16539.609332609874
0	386	17775.366250678242	16538.70500994755
0	387	17776.270573340567	16538.252848616386
0	388	17776.270573340567	16537.800687285224
0	389	17776.72273467173	16537.34852595406
0	390	17776.72273467173	16532.82691264243
0	391	17780.792186652197	16532.82691264243
0	392	17781.24434798336	16532.82691264243
0	393	17782.148670645685	16532.37475131127
0	394	17782.600831976848	16531.922589980106
0	395	17788.113314455597	16526.044492674984
0	396	17794.80918791825	16526.044492674984
0	397	17809.278350515462	16526.044492674984
0	398	17822.843190450352	16526.044492674984
0	399	17823.295351781515	16525.59233134382
0	400	17823.747513112678	16525.59233134382
0	401	17824.19967444384	16524.688008681496
0	402	17825.103997106165	16524.235847350334
0	403	17825.103997106165	16523.78368601917
0	404	17825.556158437328	16523.33152468801
0	405	17825.556158437328	16518.80991137638
0	406	17830.52993308012	16518.80991137638
0	407	17836.860191716405	16518.80991137638
0	408	17837.76451437873	16518.80991137638
0	409	17838.216675709893	16518.357750045216
0	410	17838.668837041056	16517.905588714053
0	411	17839.57315970338	16517.45342738289
0	412	17839.57315970338	16516.549104720565
0	413	17840.025321034544	16516.0969433894
0	414	17845.4512570085	16510.671007415443
0	415	17846.355579670824	16510.21884608428
0	416	17846.355579670824	16509.314523421956
0	417	17846.80774100199	16508.862362090793
0	418	17846.80774100199	16504.792910110325
0	419	17858.111774281064	16504.792910110325
0	420	17858.563935612226	16504.340748779163
0	421	17859.46825827455	16504.340748779163
0	422	17859.920419605714	16503.436426116838
0	423	17865.798516910832	16497.55832881172
0	424	17872.580936878276	16497.55832881172
0	425	17873.485259540605	16497.106167480557
0	426	17879.815518176885	16490.775908844276
0	427	17886.145776813166	16490.775908844276
0	428	17886.59793814433	16490.323747513114
0	429	17887.502260806654	16490.323747513114
0	430	17887.954422137816	16489.419424850785
0	431	17893.832519442938	16483.541327545667
0	432	17907.849520708987	16483.541327545667
0	433	17914.631940676434	16483.541327545667
0	434	17915.53626333876	16483.089166214504
0	435	17921.86652197504	16476.758907578223
0	436	17935.883523241093	16476.758907578223
0	437	17949.44836317598	16476.758907578223
0	438	17956.230783143426	16476.758907578223
0	439	17956.68294447459	16476.30674624706
0	440	17957.587267136914	16476.30674624706
0	441	17958.039428468077	16475.402423584736
0	442	17958.943751130402	16474.498100922407
0	443	17958.943751130402	16467.715680954963
0	444	17960.2048573431	16466.359196961475
0	445	17961.65671911738	16466.359196961475
0	446	17962.561041779707	16465.907035630313
0	447	17963.465364442032	16465.907035630313
0	448	17963.917525773195	16465.907035630313
0	449	17964.369687104358	16465.002712967987
0	450	18036.71550009043	16393.109061313076
0	451	18044.854404051366	16393.109061313076
0	452	18045.75872671369	16392.656899981914
0	453	18046.663049376017	16392.656899981914
0	454	18048.019533369505	16392.20473865075
0	455	18048.471694700667	16391.300415988422
0	456	18057.514921323927	16382.257189365164
0	457	18096.400795803944	16382.257189365164
0	458	18097.75727979743	16382.257189365164
0	459	18105.4440224272	16382.257189365164
0	460	18115.391571712786	16392.20473865075
0	461	18116.29589437511	16392.656899981914
0	462	18117.20021703744	16392.656899981914
0	463	18118.556701030928	16393.109061313076
0	464	18149.755832881172	16393.109061313076
0	465	18150.207994212335	16393.109061313076
0	466	18151.11231687466	16392.656899981914
0	467	18152.016639536985	16392.656899981914
0	468	18152.92096219931	16392.20473865075
0	469	18161.96418882257	16383.161512027491
0	470	18169.650931452343	16383.161512027491
0	471	18170.555254114668	16382.709350696328
0	472	18171.911738108156	16382.257189365164
0	473	18172.81606077048	16381.805028034001
0	474	18173.720383432807	16381.805028034001
0	475	18174.17254476397	16381.805028034001
0	476	18174.624706095135	16380.900705371676
0	477	18182.763610056067	16372.761801410743
0	478	18189.998191354676	16372.761801410743
0	479	18190.902514017	16372.761801410743
0	480	18191.806836679327	16372.30964007958
0	481	18192.711159341652	16371.857478748416
0	482	18223.910291191896	16340.658346898172
0	483	18232.501356483994	16340.658346898172
0	484	18233.40567914632	16340.206185567009
0	485	18234.762163139807	16340.206185567009
0	486	18235.21432447097	16339.301862904684
0	487	18244.25755109423	16330.258636281424
0	488	18253.752939048652	16330.258636281424
0	489	18256.46590703563	16328.902152287936
0	490	18265.50913365889	16319.858925664676
0	491	18295.803942846807	16319.858925664676
0	492	18297.612588171458	16318.95460300235
0	493	18298.516910833783	16318.050280340025
0	494	18307.560137457043	16309.459215047928
0	495	18334.68981732682	16309.459215047928
0	496	18343.73304395008	16318.050280340025
0	497	18344.185205281243	16318.95460300235
0	498	18345.993850605897	16319.858925664676
0	499	18397.54024235847	16319.858925664676
0	500	18406.58346898173	16328.902152287936
0	501	18409.29643696871	16330.258636281424
0	502	18474.407668656175	16330.258636281424
0	503	18477.120636643154	16328.902152287936
0	504	18486.163863266414	16319.858925664676
0	505	18495.659251220834	16319.858925664676
0	506	18497.467896545488	16318.95460300235
0	507	18497.92005787665	16318.050280340025
0	508	18517.81515644782	16298.607343100017
0	509	18526.858383071078	16298.607343100017
0	510	18527.762705733407	16298.155181768854
0	511	18529.119189726895	16298.155181768854
0	512	18529.571351058057	16297.250859106529
0	513	18538.614577681317	16288.207632483269
0	514	18548.109965635736	16288.207632483269
0	515	18550.822933622716	16286.85114848978
0	516	18559.866160245976	16277.80792186652
0	517	18568.909386869233	16277.80792186652
0	518	18569.81370953156	16277.355760535358
0	519	18571.17019352505	16276.903599204195
0	520	18571.622354856212	16275.99927654187
0	521	18580.665581479472	16267.408211249773
0	522	18599.656357388314	16267.408211249773
0	523	18600.560680050643	16266.95604991861
0	524	18601.46500271297	16266.95604991861
0	525	18602.369325375294	16266.503888587447
0	526	18610.96039066739	16257.912823295352
0	527	18629.49900524507	16257.912823295352
0	528	18630.85548923856	16257.460661964187
0	529	18631.759811900887	16257.460661964187
0	530	18632.664134563212	16257.008500633025
0	531	18633.116295894375	16256.1041779707
0	532	18642.159522517635	16247.06095134744
0	533	18662.054621088802	16247.06095134744
0	534	18662.95894375113	16246.608790016277
0	535	18664.31542774462	16246.608790016277
0	536	18664.767589075782	16245.704467353951
0	537	18708.175076867425	16245.704467353951
0	538	18709.98372219208	16244.800144691626
0	539	18710.43588352324	16244.800144691626
0	540	18710.58071644963	16244.501647562849
0	541	18710.888044854404	16244.347983360462
0	542	18719.479110146498	16235.756918068366
0	543	18758.364984626514	16235.756918068366
0	544	18759.26930728884	16235.304756737203
0	545	18760.625791282328	16235.304756737203
0	546	18761.530113944653	16234.85259540604
0	547	18762.886597938144	16234.400434074878
0	548	18763.338759269307	16233.49611141255
0	549	18770.95308543588	16226.261530113943
0	550	18788.20763248327	16226.261530113943
0	551	18789.111955145596	16225.80936878278
0	552	18798.60734310002	16225.80936878278
0	553	18799.511665762344	16225.357207451618
0	554	18800.41598842467	16225.357207451618
0	555	18809.911376379092	16225.357207451618
0	556	18810.815699041417	16224.905046120455
0	557	18811.720021703743	16224.905046120455
0	558	18812.624344366068	16224.452884789293
0	559	18821.215409658165	16215.861819497195
0	560	18829.3543136191	16215.861819497195
0	561	18830.258636281425	16215.409658166032
0	562	18831.16295894375	16215.409658166032
0	563	18832.51944293724	16214.95749683487
0	564	18832.664275863626	16214.658999706095
0	565	18832.9716042684	16214.505335503707
0	566	18842.466992222824	16214.505335503707
0	567	18843.37131488515	16214.053174172544
0	568	18844.275637547475	16214.053174172544
0	569	18844.727798878637	16214.053174172544
0	570	18845.632121540966	16213.601012841382
0	571	18846.53644420329	16213.601012841382
0	572	18846.988605534454	16213.601012841382
0	573	18847.440766865617	16212.696690179055
0	574	18856.031832157714	16204.105624886959
0	575	18863.26641345632	16204.105624886959
0	576	18864.170736118645	16203.653463555796
0	577	18865.9793814433	16203.653463555796
0	578	18867.78802676795	16202.74914089347
0	579	18868.692349430275	16202.296979562307
0	580	18876.379092060048	16194.610236932536
0	581	18883.16151202749	16194.610236932536
0	582	18884.97015735214	16193.705914270211
0	583	18885.422318683304	16193.253752939048
0	584	18886.778802676796	16193.253752939048
0	585	18887.68312533912	16192.801591607886
0	586	18889.03960933261	16192.349430276721
0	587	18889.49177066377	16191.445107614396
0	588	18897.10609683035	16184.210526315788
0	589	18925.212515825646	16184.210526315788
0	590	18927.021161150296	16183.306203653463
0	591	18947.820582383792	16183.306203653463
0	592	18956.863809007053	16183.306203653463
0	593	18958.22029300054	16182.8540423223
0	594	18959.12461566287	16182.8540423223
0	595	18960.028938325195	16182.401880991138
0	596	18960.481099656357	16181.49755832881
0	597	18969.07216494845	16172.906493036715
0	598	18989.871586181947	16172.906493036715
0	599	18990.775908844276	16172.454331705552
0	600	19000.271296798695	16172.454331705552
0	601	19001.175619461024	16172.00217037439
0	602	19002.07994212335	16172.00217037439
0	603	19002.532103454512	16171.097847712063
0	604	19011.12316874661	16162.506782419967
0	605	19020.166395369866	16162.506782419967
0	606	19021.07071803219	16162.506782419967
0	607	19021.97504069452	16162.054621088804
0	608	19022.427202025683	16162.054621088804
0	609	19031.47042864894	16162.054621088804
0	610	19032.37475131127	16161.602459757642
0	611	19033.731235304756	16161.150298426477
0	612	19034.18339663592	16161.150298426477
0	613	19035.087719298244	16160.698137095314
0	614	19035.99204196057	16160.698137095314
0	615	19037.800687285224	16158.889491770664
0	616	19037.800687285224	16157.985169108337
0	617	19038.252848616386	16157.080846446011
0	618	19038.252848616386	16156.628685114849
0	619	19043.22662325918	16151.654910472056
0	620	19044.130945921504	16151.202749140894
0	621	19044.583107252667	16150.750587809729
0	622	19045.487429914992	16150.750587809729
0	623	19046.391752577318	16150.298426478566
0	624	19055.434979200578	16141.255199855308
0	625	19062.21739916802	16141.255199855308
0	626	19063.12172183035	16141.255199855308
0	627	19063.573883161513	16141.255199855308
0	628	19064.478205823838	16140.803038524145
0	629	19065.382528486163	16140.803038524145
0	630	19065.834689817326	16139.898715861818
0	631	19075.55085967173	16130.403327907397
0	632	19084.37330439501	16130.403327907397
0	633	19085.277627057334	16129.951166576233
0	634	19086.18194971966	16129.951166576233
0	635	19086.634111050822	16129.046843913908
0	636	19095.22517634292	16120.455778621812
0	637	19095.677337674082	16120.00361729065
0	638	19105.172725628505	16120.00361729065
0	639	19107.88569361548	16118.64713329716
0	640	19116.92892023874	16109.603906673901
0	641	19126.424308193164	16109.603906673901
0	642	19128.232953517814	16108.699584011574
0	643	19128.685114848977	16107.795261349249
0	644	19137.728341472237	16099.204196057153
0	645	19146.319406764334	16099.204196057153
0	646	19147.22372942666	16098.752034725989
0	647	19148.128052088985	16098.752034725989
0	648	19149.03237475131	16098.299873394826
0	649	19158.979924036896	16088.35232410924
0	650	19252.577319587628	16088.35232410924
0	651	19253.481642249953	16087.900162778078
0	652	19254.38596491228	16087.900162778078
0	653	19254.83812624344	16086.995840115753
0	654	19258.125127170373	16083.708839188821
0	655	19263.8813528667	16089.70880810273
0	656	19266.59432085368	16091.065292096218
0	657	19310.90613130765	16091.065292096218
0	658	19313.61909929463	16089.70880810273
0	659	19322.838951437872	16080.349421798697
0	660	19323.11448724905	16080.213420148308
0	661	19343.913908482547	16059.413998914812
0	662	19352.957135105804	16059.413998914812
0	663	19353.86145776813	16058.961837583649
0	664	19354.765780430458	16058.961837583649
0	665	19406.7643335142	16006.963284499909
0	666	19415.807560137455	16006.963284499909
0	667	19416.711882799784	16006.511123168746
0	668	19418.06836679327	16006.058961837583
0	669	19427.563754747694	15996.56357388316
0	670	19437.059142702114	15996.56357388316
0	671	19438.867788026768	15995.659251220835
0	672	19439.772110689093	15994.754928558508
0	673	19448.815337312353	15986.163863266413
0	674	19467.353951890032	15986.163863266413
0	675	19468.710435883524	15985.71170193525
0	676	19469.61475854585	15985.71170193525
0	677	19470.519081208175	15985.259540604087
0	678	19470.971242539337	15984.35521794176
0	679	19480.014469162597	15975.311991318502
0	680	19489.50985711702	15975.311991318502
0	681	19490.414179779345	15974.85982998734
0	682	19491.31850244167	15974.85982998734
0	683	19501.266051727256	15964.912280701754
0	684	19510.76143968168	15964.912280701754
0	685	19512.57008500633	15964.007958039429
0	686	19522.065472960752	15954.512570085006
0	687	19594.86344727799	15954.512570085006
0	688	19596.67209260264	15953.60824742268
0	689	19597.1242539338	15952.703924760353
0	690	19606.167480557062	15944.112859468258
0	691	19615.662868511485	15944.112859468258
0	692	19635.557967082656	15944.112859468258
0	693	19636.914451076143	15943.660698137095
0	694	19637.81877373847	15943.660698137095
0	695	19638.723096400794	15943.208536805932
